,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
76,111110566,,25600.0,25600.0,25600.0, 60 months, 13.59%,590.24,C,C2,Owner,10+ years,MORTGAGE,65000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111110566,,credit_card,Credit card refinancing,672xx,KS,14.6,0.0,May-2004,770.0,774.0,1.0,,,9.0,0.0,63426.0,32.3%,27.0,w,24064.0,24064.0,2970.53,2970.53,1536.0,1434.53,0.0,0.0,0.0,Dec-2017,590.24,Jan-2018,Dec-2017,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,230189.0,0.0,1.0,0.0,0.0,29.0,2240.0,28.0,0.0,0.0,8115.0,31.0,86400.0,2.0,2.0,4.0,0.0,28774.0,13862.0,42.2,0.0,0.0,134.0,145.0,28.0,28.0,12.0,28.0,,1.0,,0.0,3.0,4.0,3.0,3.0,4.0,7.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,290372.0,65666.0,24000.0,8000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77,112057431,,7000.0,7000.0,7000.0, 36 months,  5.32%,210.81,A,A1,bmet,10+ years,MORTGAGE,80000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112057431,,home_improvement,Home improvement,711xx,LA,14.78,0.0,Feb-1989,795.0,799.0,0.0,55.0,,16.0,0.0,2127.0,2.3%,43.0,w,3093.11,3093.11,4048.88,4048.88,3906.89,141.99,0.0,0.0,0.0,Dec-2017,3210.8064783634995,Dec-2017,Dec-2017,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,167680.0,0.0,1.0,1.0,1.0,11.0,17382.0,34.0,0.0,2.0,1242.0,14.0,92100.0,0.0,8.0,2.0,3.0,10480.0,53858.0,2.3,0.0,0.0,85.0,340.0,21.0,11.0,5.0,21.0,55.0,1.0,55.0,0.0,1.0,2.0,7.0,16.0,7.0,11.0,30.0,2.0,16.0,0.0,0.0,0.0,1.0,97.7,0.0,0.0,0.0,327941.0,19509.0,55100.0,51337.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78,112432881,,6000.0,6000.0,6000.0, 36 months, 10.91%,196.18,B,B4,HR/Safety Manager,2 years,MORTGAGE,27000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112432881,,debt_consolidation,Debt consolidation,894xx,NV,6.53,0.0,Jan-2006,700.0,704.0,0.0,29.0,,4.0,0.0,6514.0,61.5%,7.0,w,5278.86,5278.86,971.81,971.81,721.14,250.67,0.0,0.0,0.0,Dec-2017,196.18,Jan-2018,Dec-2017,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,84041.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,3447.0,62.0,10600.0,0.0,0.0,0.0,1.0,21010.0,3286.0,66.5,0.0,0.0,,134.0,22.0,22.0,2.0,30.0,,,,0.0,2.0,2.0,2.0,4.0,0.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,85.7,50.0,0.0,0.0,94600.0,6514.0,9800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79,111104344,,6000.0,6000.0,6000.0, 36 months, 10.91%,196.18,B,B4,instructor,10+ years,RENT,80000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111104344,,debt_consolidation,Debt consolidation,801xx,CO,24.32,4.0,Dec-1989,675.0,679.0,0.0,9.0,,15.0,0.0,12637.0,54%,54.0,w,5279.47,5279.47,990.0,990.0,720.53,269.47,0.0,0.0,0.0,Dec-2017,196.18,Jan-2018,Dec-2017,654.0,650.0,0.0,9.0,1.0,Individual,,,,0.0,0.0,164939.0,4.0,2.0,0.0,1.0,16.0,152302.0,58.0,4.0,5.0,2972.0,56.0,23400.0,0.0,0.0,1.0,6.0,11781.0,1413.0,85.9,0.0,0.0,263.0,330.0,2.0,2.0,1.0,2.0,30.0,9.0,30.0,0.0,7.0,11.0,7.0,19.0,22.0,13.0,30.0,11.0,15.0,0.0,0.0,1.0,4.0,85.2,85.7,0.0,0.0,210213.0,164939.0,10000.0,186813.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
80,112219741,,10000.0,10000.0,10000.0, 36 months, 13.59%,339.79,C,C2,Office Manager,10+ years,RENT,65000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112219741,,other,Other,926xx,CA,19.29,0.0,Mar-2010,665.0,669.0,2.0,36.0,97.0,22.0,1.0,3506.0,10.6%,33.0,w,8842.33,8842.33,1695.17,1695.17,1157.67,537.5,0.0,0.0,0.0,Dec-2017,339.79,Jan-2018,Dec-2017,674.0,670.0,0.0,36.0,1.0,Individual,,,,0.0,0.0,32650.0,2.0,2.0,2.0,5.0,8.0,29144.0,86.0,4.0,11.0,2222.0,49.0,35800.0,3.0,0.0,9.0,16.0,1484.0,24833.0,12.9,0.0,0.0,50.0,87.0,2.0,2.0,0.0,2.0,36.0,3.0,36.0,3.0,5.0,7.0,12.0,14.0,6.0,20.0,27.0,7.0,22.0,0.0,0.0,0.0,6.0,86.7,0.0,1.0,0.0,69829.0,32650.0,28100.0,34029.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81,112048245,,12000.0,12000.0,12000.0, 36 months,  9.44%,384.06,B,B1,Dishwasher ,< 1 year,RENT,36000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112048245,,credit_card,Credit card refinancing,941xx,CA,20.77,0.0,Apr-2014,730.0,734.0,0.0,,,8.0,0.0,2936.0,14.3%,8.0,w,10528.73,10528.73,1904.57,1904.57,1471.27,433.3,0.0,0.0,0.0,Dec-2017,384.06,Jan-2018,Jun-2017,734.0,730.0,0.0,,1.0,Joint App,70000.0,13.85,Source Verified,0.0,0.0,29304.0,2.0,1.0,1.0,1.0,5.0,26368.0,96.0,2.0,3.0,937.0,61.0,20500.0,3.0,0.0,5.0,4.0,3663.0,8522.0,14.8,0.0,0.0,5.0,38.0,3.0,3.0,0.0,3.0,,5.0,,0.0,4.0,5.0,5.0,5.0,1.0,7.0,7.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,48022.0,29304.0,10000.0,27522.0,4013.0,670.0,674.0,Apr-2014,0.0,0.0,19.0,22.3,9.0,11.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
82,112028978,,5400.0,5400.0,5400.0, 36 months,  7.21%,167.26,A,A3,Lead Sale,3 years,RENT,25000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112028978,,credit_card,Credit card refinancing,802xx,CO,4.85,0.0,Jan-2007,750.0,754.0,0.0,,,3.0,0.0,3818.0,42%,5.0,w,4578.86,4578.86,983.15,983.15,821.14,162.01,0.0,0.0,0.0,Dec-2017,167.26,Jan-2018,Dec-2017,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,3818.0,0.0,0.0,0.0,0.0,69.0,0.0,,0.0,1.0,2815.0,42.0,9100.0,0.0,0.0,0.0,1.0,1273.0,5282.0,42.0,0.0,0.0,116.0,125.0,21.0,21.0,0.0,21.0,,,,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9100.0,3818.0,9100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83,112051969,,28800.0,28800.0,28800.0, 60 months, 15.05%,685.91,C,C4,Warehouse Worker,3 years,MORTGAGE,53000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112051969,,debt_consolidation,Debt consolidation,952xx,CA,34.44,0.0,Aug-1999,675.0,679.0,2.0,,,9.0,0.0,21774.0,95.1%,17.0,w,27135.21,27135.21,3369.35,3369.35,1664.79,1704.56,0.0,0.0,0.0,Dec-2017,685.91,Jan-2018,Dec-2017,659.0,655.0,0.0,,1.0,Joint App,111000.0,20.34,Verified,0.0,0.0,329989.0,3.0,2.0,1.0,1.0,6.0,33268.0,75.0,1.0,1.0,880.0,82.0,22900.0,1.0,2.0,3.0,4.0,36665.0,120.0,88.0,0.0,0.0,144.0,214.0,4.0,4.0,2.0,30.0,,1.0,,0.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,6.0,9.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,342621.0,55042.0,1000.0,44178.0,40589.0,655.0,659.0,Nov-1988,1.0,2.0,8.0,82.2,3.0,5.0,0.0,0.0,24.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84,112028752,,5300.0,5300.0,5300.0, 36 months, 18.06%,191.77,D,D2,Substitute Teacher,3 years,OWN,30000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112028752,,other,Other,775xx,TX,2.64,0.0,Jun-2004,660.0,664.0,0.0,72.0,67.0,3.0,1.0,1043.0,32.6%,10.0,w,4722.86,4722.86,945.56,945.56,577.14,368.42,0.0,0.0,0.0,Dec-2017,191.77,Jan-2018,Dec-2017,654.0,650.0,0.0,72.0,1.0,Individual,,,,0.0,1009.0,1043.0,0.0,0.0,0.0,1.0,19.0,0.0,,0.0,4.0,800.0,33.0,3200.0,0.0,0.0,0.0,5.0,348.0,357.0,74.5,0.0,0.0,156.0,24.0,19.0,19.0,0.0,19.0,,15.0,,0.0,2.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,90.0,50.0,0.0,1.0,3200.0,1043.0,1400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85,111116526,,4000.0,4000.0,4000.0, 36 months, 10.91%,130.79,B,B4,Melter ,10+ years,MORTGAGE,74000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111116526,,home_improvement,Home improvement,930xx,CA,22.36,0.0,Oct-1993,660.0,664.0,0.0,33.0,,5.0,0.0,2074.0,21.6%,15.0,w,3519.22,3519.22,647.89,647.89,480.78,167.11,0.0,0.0,0.0,Dec-2017,130.79,Jan-2018,Dec-2017,659.0,655.0,0.0,33.0,1.0,Individual,,,,0.0,30458.0,12086.0,1.0,1.0,1.0,1.0,11.0,5658.0,81.0,1.0,2.0,1946.0,47.0,9600.0,1.0,1.0,1.0,3.0,2417.0,7526.0,21.6,0.0,0.0,111.0,284.0,3.0,3.0,1.0,3.0,70.0,11.0,33.0,5.0,2.0,2.0,3.0,8.0,3.0,3.0,11.0,2.0,5.0,0.0,0.0,0.0,2.0,53.3,0.0,0.0,0.0,139100.0,7732.0,9600.0,7000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
86,110659062,,32000.0,32000.0,32000.0, 60 months, 10.42%,686.54,B,B3,Owner,2 years,MORTGAGE,250000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110659062,,small_business,Business,770xx,TX,6.67,0.0,Apr-1998,800.0,804.0,0.0,,47.0,12.0,1.0,18486.0,22.5%,20.0,w,29920.84,29920.84,3386.39,3386.39,2079.16,1307.23,0.0,0.0,0.0,Dec-2017,686.54,Jan-2018,Dec-2017,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,464858.0,1.0,1.0,0.0,0.0,25.0,12980.0,,2.0,3.0,4292.0,23.0,82100.0,0.0,0.0,0.0,3.0,38738.0,46358.0,24.3,0.0,0.0,96.0,230.0,4.0,4.0,6.0,4.0,,23.0,,0.0,4.0,7.0,5.0,5.0,3.0,9.0,11.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,1.0,583339.0,31466.0,61200.0,36159.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
87,111812442,,25750.0,25750.0,25750.0, 36 months, 24.85%,1021.78,E,E3,Tech,5 years,MORTGAGE,65000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111812442,,debt_consolidation,Debt consolidation,701xx,LA,19.04,0.0,Nov-2004,675.0,679.0,1.0,47.0,,5.0,0.0,8565.0,97.3%,16.0,w,23204.01,23204.01,5020.03,5020.03,2545.99,2474.04,0.0,0.0,0.0,Dec-2017,1021.78,Jan-2018,Dec-2017,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,31904.0,0.0,3.0,1.0,1.0,10.0,23339.0,63.0,0.0,0.0,6330.0,69.0,8800.0,1.0,0.0,2.0,1.0,6381.0,235.0,97.3,0.0,0.0,144.0,151.0,30.0,10.0,0.0,30.0,47.0,4.0,47.0,0.0,2.0,2.0,2.0,9.0,6.0,2.0,10.0,2.0,5.0,0.0,0.0,0.0,1.0,87.5,100.0,0.0,0.0,46068.0,31904.0,8800.0,37268.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88,110348357,,4000.0,4000.0,4000.0, 36 months,  9.93%,128.94,B,B2,Senior Archaeologist,10+ years,MORTGAGE,45000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110348357,,debt_consolidation,Debt consolidation,444xx,OH,16.29,0.0,Jun-2006,665.0,669.0,0.0,65.0,63.0,15.0,2.0,5449.0,31.3%,32.0,w,3512.8,3512.8,639.18,639.18,487.2,151.98,0.0,0.0,0.0,Dec-2017,128.94,Jan-2018,Dec-2017,664.0,660.0,0.0,65.0,1.0,Individual,,,,0.0,0.0,17676.0,0.0,1.0,0.0,1.0,22.0,12227.0,77.0,2.0,7.0,1328.0,53.0,17400.0,2.0,0.0,0.0,8.0,1178.0,10067.0,31.5,0.0,0.0,118.0,132.0,7.0,7.0,2.0,7.0,,14.0,,1.0,7.0,11.0,8.0,15.0,8.0,14.0,22.0,11.0,15.0,0.0,0.0,0.0,2.0,96.3,12.5,2.0,0.0,33391.0,17676.0,14700.0,15991.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
89,111673824,,25000.0,25000.0,25000.0, 36 months, 16.02%,879.18,C,C5,Mechanic,3 years,MORTGAGE,77000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111673824,,debt_consolidation,Debt consolidation,773xx,TX,29.83,0.0,Jul-2006,670.0,674.0,0.0,35.0,,13.0,0.0,16306.0,42.9%,25.0,w,22216.86,22216.86,4340.28,4340.28,2783.14,1557.14,0.0,0.0,0.0,Dec-2017,879.18,Jan-2018,Dec-2017,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,104916.0,0.0,4.0,1.0,2.0,7.0,88610.0,93.0,0.0,0.0,5010.0,71.0,38000.0,3.0,0.0,5.0,2.0,8070.0,642.0,95.6,0.0,0.0,131.0,131.0,27.0,7.0,0.0,27.0,,2.0,35.0,0.0,5.0,7.0,5.0,6.0,8.0,9.0,16.0,7.0,13.0,0.0,0.0,0.0,1.0,96.0,100.0,0.0,0.0,137401.0,104916.0,14500.0,99401.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
90,112044636,,35000.0,35000.0,35000.0, 36 months,  5.32%,1054.02,A,A1,Human Resources Director,< 1 year,MORTGAGE,165000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112044636,,debt_consolidation,Debt consolidation,750xx,TX,12.44,0.0,May-1996,755.0,759.0,0.0,,,8.0,0.0,37621.0,33.8%,25.0,w,30465.71,30465.71,5244.24,5244.24,4534.29,709.95,0.0,0.0,0.0,Dec-2017,1054.02,Jan-2018,Dec-2017,829.0,825.0,0.0,,1.0,Individual,,,,0.0,0.0,400997.0,1.0,1.0,1.0,1.0,3.0,36917.0,,0.0,1.0,26520.0,34.0,60800.0,0.0,2.0,0.0,2.0,50125.0,11832.0,50.7,0.0,0.0,168.0,253.0,22.0,3.0,4.0,95.0,,,,0.0,3.0,5.0,3.0,5.0,9.0,6.0,12.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,499178.0,74538.0,49000.0,39378.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
91,111808508,,14000.0,14000.0,14000.0, 36 months, 16.02%,492.34,C,C5,cdl driver,7 years,MORTGAGE,75000.0,Verified,Jun-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111808508,,debt_consolidation,Debt consolidation,026xx,MA,10.86,1.0,May-2008,685.0,689.0,0.0,17.0,,4.0,0.0,2700.0,90%,10.0,w,0.0,0.0,14375.136851199999,14375.14,14000.0,375.14,0.0,0.0,0.0,Sep-2017,13913.95,,Sep-2017,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,127645.0,1.0,2.0,1.0,2.0,7.0,24984.0,82.0,2.0,3.0,2700.0,83.0,3000.0,3.0,0.0,4.0,5.0,31911.0,300.0,90.0,0.0,0.0,109.0,97.0,5.0,5.0,1.0,8.0,,7.0,,0.0,1.0,1.0,1.0,5.0,3.0,1.0,6.0,1.0,4.0,0.0,0.0,0.0,3.0,90.0,100.0,0.0,0.0,170591.0,27684.0,3000.0,30321.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
92,111071764,,17700.0,17700.0,17700.0, 36 months, 30.79%,759.08,G,G1,Director Business Development,10+ years,MORTGAGE,160000.0,Source Verified,Jun-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111071764,,home_improvement,Home improvement,080xx,NJ,7.09,0.0,Oct-1989,675.0,679.0,3.0,29.0,80.0,14.0,1.0,11807.0,24.3%,36.0,f,0.0,0.0,17775.6941670298,17775.69,17700.0,75.69,0.0,0.0,0.0,Jul-2017,17851.38,,Dec-2017,699.0,695.0,0.0,32.0,1.0,Individual,,,,0.0,0.0,26874.0,1.0,1.0,1.0,2.0,6.0,15067.0,95.0,1.0,2.0,9322.0,42.0,48500.0,3.0,0.0,9.0,5.0,2067.0,16474.0,37.6,0.0,0.0,122.0,332.0,7.0,6.0,1.0,7.0,81.0,0.0,29.0,3.0,4.0,7.0,5.0,14.0,12.0,12.0,22.0,7.0,14.0,0.0,0.0,0.0,3.0,88.9,0.0,1.0,0.0,64427.0,26874.0,26400.0,15927.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93,112048295,,16000.0,16000.0,16000.0, 36 months,  7.97%,501.17,A,A5,Field Engineer,5 years,MORTGAGE,64000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112048295,,debt_consolidation,Debt consolidation,921xx,CA,31.46,0.0,May-2001,795.0,799.0,0.0,,,11.0,0.0,74605.0,19.4%,16.0,w,13999.07,13999.07,2527.11,2527.11,2000.93,526.18,0.0,0.0,0.0,Dec-2017,501.17,Jan-2018,Dec-2017,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,355209.0,0.0,1.0,0.0,1.0,23.0,12514.0,42.0,1.0,1.0,17821.0,25.0,152700.0,1.0,0.0,2.0,2.0,32292.0,69462.0,21.2,0.0,0.0,164.0,193.0,10.0,10.0,2.0,10.0,,6.0,,0.0,3.0,5.0,6.0,7.0,3.0,9.0,11.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,516300.0,87119.0,88200.0,30000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94,111837549,,8000.0,8000.0,8000.0, 36 months, 10.42%,259.72,B,B3,Insurance Agent,2 years,MORTGAGE,50000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111837549,,credit_card,Credit card refinancing,550xx,MN,29.84,0.0,Sep-1998,695.0,699.0,0.0,80.0,62.0,11.0,2.0,10000.0,31.4%,29.0,w,7030.64,7030.64,1288.42,1288.42,969.36,319.06,0.0,0.0,0.0,Dec-2017,260.0,Jan-2018,Dec-2017,679.0,675.0,0.0,,1.0,Individual,,,,0.0,0.0,58298.0,0.0,5.0,1.0,3.0,11.0,48298.0,64.0,2.0,3.0,10000.0,54.0,31800.0,1.0,1.0,2.0,6.0,5300.0,15200.0,39.7,0.0,0.0,225.0,205.0,7.0,7.0,0.0,7.0,,11.0,,0.0,1.0,1.0,4.0,6.0,19.0,6.0,10.0,1.0,11.0,0.0,0.0,0.0,3.0,96.4,25.0,2.0,0.0,107802.0,58298.0,25200.0,76002.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
95,112038266,,26025.0,26025.0,26025.0, 36 months, 30.17%,1107.23,F,F3,Special Education Paraeducator,10+ years,OWN,62000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112038266,,debt_consolidation,Debt consolidation,998xx,AK,14.69,0.0,Oct-2000,675.0,679.0,0.0,45.0,,6.0,0.0,13428.0,87.2%,11.0,f,23643.64,23643.64,5427.1,5427.1,2381.36,3045.74,0.0,0.0,0.0,Dec-2017,1107.23,Jan-2018,Dec-2017,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,21263.0,0.0,2.0,1.0,1.0,10.0,7835.0,54.0,0.0,0.0,5797.0,71.0,15400.0,2.0,2.0,2.0,1.0,3544.0,1432.0,89.6,0.0,0.0,145.0,181.0,48.0,10.0,1.0,48.0,45.0,6.0,45.0,0.0,3.0,4.0,3.0,3.0,3.0,4.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0,90.0,100.0,0.0,0.0,29957.0,21263.0,13800.0,14557.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
96,111877690,,10000.0,10000.0,10000.0, 36 months, 18.06%,361.83,D,D2,Maintenance Supervisor,10+ years,RENT,66000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111877690,,other,Other,288xx,NC,25.22,0.0,Jul-2000,665.0,669.0,0.0,47.0,39.0,10.0,1.0,2675.0,40.5%,16.0,w,8911.06,8911.06,1784.07,1784.07,1088.94,695.13,0.0,0.0,0.0,Dec-2017,361.83,Jan-2018,Dec-2017,649.0,645.0,0.0,56.0,1.0,Individual,,,,0.0,0.0,49243.0,0.0,3.0,1.0,2.0,12.0,46568.0,57.0,2.0,4.0,997.0,53.0,6600.0,3.0,1.0,1.0,6.0,5471.0,1464.0,41.4,0.0,0.0,168.0,203.0,8.0,8.0,0.0,24.0,56.0,9.0,56.0,2.0,2.0,5.0,4.0,8.0,5.0,7.0,11.0,5.0,10.0,0.0,0.0,0.0,3.0,80.0,33.3,0.0,1.0,72305.0,49243.0,2500.0,65705.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
97,111959117,,4000.0,4000.0,4000.0, 36 months, 11.99%,132.84,B,B5,Investment Accountant,10+ years,RENT,77000.0,Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111959117,,other,Other,381xx,TN,21.45,0.0,Aug-1989,665.0,669.0,0.0,27.0,,11.0,0.0,23429.0,98.9%,22.0,w,3526.25,3526.25,660.15,660.15,473.75,186.4,0.0,0.0,0.0,Dec-2017,132.84,Jan-2018,Dec-2017,664.0,660.0,0.0,27.0,1.0,Individual,,,,0.0,0.0,47854.0,1.0,2.0,1.0,3.0,2.0,24425.0,73.0,0.0,0.0,6047.0,84.0,23700.0,0.0,0.0,0.0,3.0,4350.0,44.0,99.7,0.0,0.0,109.0,334.0,39.0,2.0,0.0,69.0,27.0,,27.0,0.0,5.0,9.0,5.0,7.0,10.0,9.0,12.0,9.0,11.0,0.0,0.0,0.0,1.0,81.8,100.0,0.0,0.0,57105.0,47854.0,14300.0,33405.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
98,112349857,,25000.0,25000.0,25000.0, 36 months,  7.35%,775.94,A,A4,Associate Dean / Professor,10+ years,MORTGAGE,75000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112349857,,debt_consolidation,Debt consolidation,794xx,TX,24.03,0.0,Apr-1982,775.0,779.0,1.0,,,14.0,0.0,17882.0,30.2%,56.0,w,21847.54,21847.54,3854.18,3854.18,3152.46,701.72,0.0,0.0,0.0,Dec-2017,775.94,Jan-2018,Dec-2017,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,140560.0,2.0,3.0,2.0,3.0,4.0,58669.0,72.0,1.0,2.0,7249.0,43.0,59300.0,1.0,0.0,5.0,5.0,10812.0,37997.0,31.2,0.0,0.0,271.0,166.0,2.0,2.0,1.0,2.0,,0.0,,0.0,4.0,5.0,6.0,22.0,8.0,10.0,44.0,5.0,14.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,214034.0,76551.0,55200.0,71134.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
